id,#Study,idProject,testCase,EagerTest,MysteryGuest,ResourceOptimism,ET_ExternalValidation1,MG_ExternalValidation1,RO_ExternalValidation1
39205,sample_0,45.0_hbase,org.apache.hadoop.hbase.regionserver.teststripestorefilemanager.testemptyresultsforstripes,0.0,0.0,0.0,0.0,0.0,0.0
14987,sample_0,41.0_elastic-job-lite,io.elasticjob.lite.internal.instance.shutdownlistenermanagertest.assertremovelocalinstancepath,0.0,1.0,0.0,0.0,1.0,0.0
19255,sample_0,4.0_hdoop,org.apache.hadoop.fs.testfilterfilesystem.testfilterembednoinit,0.0,0.0,0.0,0.0,0.0,0.0
25306,sample_182,4.0_hdoop,org.apache.hadoop.yarn.server.timelineservice.reader.testtimelinereaderwebservicesutils.testeventfiltersparsing,1.0,0.0,0.0,1.0,0.0,0.0
32444,sample_182,4.0_hdoop,org.apache.hadoop.tools.util.testdistcputils.testreplfactornotpreservedonerasurecodedfile,0.0,1.0,0.0,0.0,1.0,1.0
20271,sample_35,4.0_hdoop,org.apache.hadoop.hdfs.protocolpb.testpbhelper.testconvertblock,0.0,0.0,0.0,0.0,0.0,0.0
9662,sample_35,27.0_querydsl,com.querydsl.lucene5.luceneserializertest.contains_ignore_case_phrase,0.0,0.0,0.0,0.0,0.0,0.0
49623,sample_21,5.0_jfreechart,org.jfree.chart.renderer.category.statisticallineandshaperenderertest.testpubliccloneable,0.0,0.0,0.0,0.0,0.0,0.0
5709,sample_21,49.0_dropwizard,io.dropwizard.jersey.optional.optionalintmessagebodywritertest.presentoptionalsreturntheirvaluewithresponse,0.0,0.0,0.0,0.0,0.0,0.0
20123,sample_37,4.0_hdoop,org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalonfilewithoutchecksumnoreadahead,0.0,1.0,1.0,0.0,0.0,1.0
38013,sample_23,45.0_hbase,org.apache.hadoop.hbase.util.testbytes.testbinarysearch,1.0,0.0,0.0,1.0,0.0,0.0
13352,sample_2,15.0_wro4j,ro.isdc.wro.model.resource.processor.decorator.testsupportawareprocessordecorator.cannotdecoratenullprocessor,0.0,0.0,0.0,0.0,0.0,0.0
14207,sample_2,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.itemidvalueimpltest.idvalidatedforlength,0.0,0.0,0.0,0.0,0.0,0.0
31902,sample_3,4.0_hdoop,org.apache.hadoop.hdds.scm.command.testcommandstatusreporthandler.testcommandstatusreport,0.0,0.0,0.0,0.0,0.0,0.0
1256,sample_3,29.0_c2mon,cern.c2mon.shared.client.tag.transfertagvalueimpltest.testfloatjsonmsg,0.0,0.0,0.0,0.0,0.0,0.0
34361,sample_36,30.0_joda-time,org.joda.time.testbasesinglefieldperiod.testfieldtypeindexmethods,0.0,0.0,0.0,0.0,0.0,0.0
14284,sample_36,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testiriforstring,0.0,0.0,0.0,0.0,0.0,0.0
12290,sample_13,15.0_wro4j,ro.isdc.wro.maven.plugin.testjshintmojo.shouldreportonlyfirsterrorwhenfailfastistrue,0.0,0.0,0.0,0.0,0.0,0.0
27275,sample_13,4.0_hdoop,org.apache.hadoop.yarn.client.cli.testlogscli.testfetchapplictionlogshar,0.0,1.0,0.0,0.0,1.0,0.0
18529,sample_38,58.0_esper,com.espertech.esper.common.internal.util.testmethodresolver.testresolvemethodstaticandinstance,1.0,0.0,0.0,1.0,0.0,1.0
16122,sample_38,72.0_java-websocket,org.java_websocket.autobahn.autobahnserverresults.test9_6_5,1.0,1.0,0.0,1.0,1.0,0.0
50263,sample_10,5.0_jfreechart,org.jfree.data.general.datasetutilstest.testfindmaximumrangevalue,1.0,0.0,0.0,1.0,0.0,0.0
40472,sample_10,45.0_hbase,org.apache.hadoop.hbase.errorhandling.testforeignexceptiondispatcher.testerrorpropagation,0.0,0.0,0.0,0.0,0.0,0.0
36315,sample_11,33.0_alien4cloud,alien4cloud.utils.jsonmapentryarrayserializertest.serializationwithmapcontextshouldserializetoarray,0.0,0.0,0.0,0.0,0.0,0.0
48577,sample_11,5.0_jfreechart,org.jfree.chart.plot.categoryplottest.testserialization,1.0,0.0,0.0,1.0,0.0,0.0
9336,sample_39,27.0_querydsl,com.querydsl.core.types.dsl.casebuildertest.numbertyped,0.0,0.0,0.0,1.0,0.0,0.0
27952,sample_15,4.0_hdoop,org.apache.hadoop.mapreduce.tools.testcli.testgetjobwithretry,0.0,0.0,0.0,0.0,0.0,0.0
9961,sample_15,57.0_riptide,org.zalando.riptide.requestertest.shouldexpandone,0.0,0.0,0.0,1.0,0.0,0.0
38310,sample_8,45.0_hbase,org.apache.hadoop.hbase.zookeeper.testzkconfig.testclusterkey,0.0,0.0,0.0,0.0,0.0,0.0
16117,sample_8,72.0_java-websocket,org.java_websocket.autobahn.autobahnserverresults.test9_5_6,1.0,1.0,0.0,1.0,1.0,1.0
445,sample_8,28.0_oryx,com.cloudera.oryx.common.lang.classutilstest.testloadnonexistentclass,0.0,1.0,1.0,0.0,1.0,1.0
33505,sample_8,67.0_hutool,cn.hutool.core.text.strbuildertest.inserttest2,0.0,0.0,0.0,0.0,0.0,0.0
4380,sample_9,18.0_admiral,com.vmware.admiral.request.pks.pksclusterprovisioningtaskservicetest.testgetfailedcallbackresponse,0.0,0.0,0.0,0.0,0.0,0.0
13961,sample_9,11.0_wikidata-toolkit,org.wikidata.wdtk.wikibaseapi.basicapiconnectiontest.testdeserialize,0.0,0.0,0.0,0.0,0.0,1.0
48770,sample_28,5.0_jfreechart,org.jfree.chart.plot.dial.dialcaptest.testhashcode,1.0,0.0,0.0,1.0,0.0,0.0
11425,sample_28,69.0_search-highlighter,org.wikimedia.highlighter.experimental.lucene.hit.automatonhitenumtest.twophasematchcorrectness,1.0,0.0,0.0,1.0,0.0,0.0
21296,sample_189,4.0_hdoop,org.apache.hadoop.fs.shell.testxattrcommands.testgetfattrvalidations,0.0,0.0,0.0,0.0,0.0,0.0
41839,sample_189,56.0_oci-java-sdk,com.oracle.bmc.objectstorage.transfer.multipartobjectassemblertest.resumeupload_nomatchinguploadid,1.0,0.0,0.0,1.0,0.0,0.0
49999,sample_17,5.0_jfreechart,org.jfree.data.statistics.defaultboxandwhiskerxydatasettest.testcloning,1.0,0.0,0.0,1.0,0.0,0.0
26883,sample_17,4.0_hdoop,org.apache.hadoop.yarn.server.resourcemanager.reservation.testreservationinputvalidator.testupdatereservationvalidrecurrenceexpression,0.0,0.0,0.0,0.0,0.0,0.0
20111,sample_70,4.0_hdoop,org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalbytebufferfastlanereadsnochecksumnoreadahead,0.0,1.0,1.0,0.0,1.0,1.0
22321,sample_70,4.0_hdoop,org.apache.hadoop.hdfs.server.sps.testexternalstoragepolicysatisfier.testblksstoragemovementattemptfinishedreport,0.0,1.0,1.0,0.0,1.0,0.0
2805,sample_64,18.0_admiral,com.vmware.admiral.closures.drivers.closureservicetest.executejsstringparameterstest,1.0,0.0,0.0,1.0,0.0,0.0
11009,sample_64,35.0_hsac-fitnesse-fixtures,nl.hsac.fitnesse.fixture.util.namespacecontextimpltest.addduplicateprefixotheruri,0.0,0.0,0.0,1.0,0.0,0.0
34748,sample_64,30.0_joda-time,org.joda.time.convert.teststringconverter.testsetintoperiod_object6,0.0,0.0,0.0,0.0,0.0,0.0
48473,sample_64,5.0_jfreechart,org.jfree.chart.chartrenderinginfotest.testequals,0.0,0.0,0.0,0.0,0.0,0.0
43480,sample_65,17.0_fastjson,com.alibaba.json.bvt.bug.issue799.test_for_issue,1.0,0.0,0.0,1.0,0.0,0.0
44651,sample_65,17.0_fastjson,com.alibaba.json.bvt.serializer.serializewritertest.test_15,0.0,0.0,0.0,1.0,0.0,0.0
35024,sample_65,30.0_joda-time,org.joda.time.field.testprecisedatetimefield.test_getastext_rp_int_locale,0.0,0.0,0.0,0.0,0.0,0.0
40785,sample_65,45.0_hbase,org.apache.hadoop.hbase.master.cleaner.testreplicationbarriercleaner.testnothing,0.0,0.0,0.0,0.0,0.0,0.0
22355,sample_71,4.0_hdoop,org.apache.hadoop.hdfs.server.datanode.web.webhdfs.testdatanodeugiprovider.testugicacheinsecure,0.0,0.0,0.0,0.0,0.0,0.0
15526,sample_71,7.0_dnsjava,org.xbill.dns.serialtest.test_compare_argsequal,1.0,0.0,0.0,1.0,0.0,0.0
40913,sample_59,45.0_hbase,org.apache.hadoop.hbase.master.procedure.testcreatenamespaceprocedure.testcreatesamenamespacetwice,1.0,0.0,0.0,1.0,0.0,0.0
43197,sample_59,17.0_fastjson,com.alibaba.json.bvt.bug.bug_for_issue_265.test_for_issue,1.0,0.0,0.0,1.0,0.0,0.0
48529,sample_59,5.0_jfreechart,org.jfree.chart.plot.xyplottest.testcloning_quadrantorigin,1.0,0.0,0.0,1.0,0.0,0.0
736,sample_59,25.0_marine-api,net.sf.marineapi.nmea.util.datetest.testtoiso8601fourdigityear,0.0,0.0,0.0,0.0,0.0,0.0
29560,sample_67,4.0_hdoop,org.apache.hadoop.ipc.testrpc.testrpcinterruptedsimple,0.0,0.0,0.0,0.0,0.0,0.0
18884,sample_67,58.0_esper,com.espertech.esper.compiler.internal.util.testeplmoduleutil.testparse,1.0,0.0,0.0,1.0,0.0,0.0
4162,sample_73,18.0_admiral,com.vmware.admiral.request.servicedocumentdeletetaskservicetest.testdeleteeventswhennoneareavailable,0.0,1.0,1.0,0.0,1.0,1.0
1676,sample_73,29.0_c2mon,cern.c2mon.server.cache.dbaccess.subequipmentmappertest.testselectsubequipmentsbyequipment,0.0,0.0,0.0,0.0,0.0,0.0
4346,sample_99,18.0_admiral,com.vmware.admiral.request.requestbrokergraphservicetest.testrequestlifecycle,1.0,1.0,1.0,1.0,1.0,1.0
15053,sample_99,41.0_elastic-job-lite,io.elasticjob.lite.internal.schedule.litejobfacadetest.assertisneedsharding,0.0,0.0,0.0,0.0,0.0,0.0
30152,sample_72,4.0_hdoop,org.apache.hadoop.mapreduce.v2.jobhistory.testfilenameindexutils.testusernamepercentencoding,0.0,0.0,0.0,0.0,0.0,0.0
11329,sample_72,69.0_search-highlighter,org.wikimedia.search.highlighter.experimental.hit.merginghitenumtest.ofcollectionofempty,0.0,0.0,0.0,0.0,0.0,0.0
4748,sample_66,18.0_admiral,com.vmware.admiral.adapter.docker.service.containerstatemappertest.testcomparerunningcontainerinusernetworkwithdefaultpropertiesandmatchedcontainerstateshouldpass,0.0,0.0,0.0,0.0,0.0,1.0
22620,sample_66,4.0_hdoop,org.apache.hadoop.hdfs.server.namenode.snapshot.testsnapshotdiffreport.testdiffreportwithrenameandsnapshotdeletion,0.0,0.0,0.0,0.0,0.0,0.0
11538,sample_62,15.0_wro4j,ro.isdc.wro.http.testwrofilter.testdofilterindeploymentmode,0.0,0.0,0.0,0.0,0.0,0.0
26356,sample_62,4.0_hdoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.testfairscheduler.testmultiplenodessinglerackrequest,1.0,0.0,0.0,1.0,0.0,0.0
4024,sample_76,18.0_admiral,com.vmware.admiral.request.allocation.filter.serviceaffinityhostfiltertest.testerrorwhenmorethanonecontainersbutdifferenthostsinaffinity,0.0,0.0,0.0,0.0,0.0,0.0
38272,sample_76,45.0_hbase,org.apache.hadoop.hbase.io.testfilelink.testequals,0.0,0.0,0.0,0.0,0.0,0.0
30415,sample_77,4.0_hdoop,org.apache.hadoop.ha.testfailovercontroller.testwefenceonfailbackiftransitiontoactivefails,0.0,0.0,0.0,0.0,0.0,0.0
43499,sample_77,17.0_fastjson,com.alibaba.json.bvt.bug.bug_for_primitive_byte.test_emptystr,0.0,0.0,0.0,0.0,0.0,0.0
35258,sample_63,30.0_joda-time,org.joda.time.field.testprecisedurationfield.test_getvalueaslong_long,0.0,0.0,0.0,0.0,0.0,0.0
50594,sample_63,5.0_jfreechart,org.jfree.data.time.weektest.testgetlastmillisecondwithtimezone,1.0,0.0,0.0,0.0,0.0,0.0
18965,sample_63,4.0_hdoop,org.apache.hadoop.fs.testfilesystem.testfsclose,0.0,1.0,0.0,0.0,0.0,1.0
7855,sample_63,27.0_querydsl,com.querydsl.sql.selectbase.factoryexpression_in_groupby,0.0,1.0,0.0,0.0,1.0,0.0
48094,sample_75,38.0_carbon-apimgt,org.wso2.carbon.apimgt.core.dao.impl.apidaoimplit.testgetendpointbyname,0.0,1.0,1.0,0.0,1.0,1.0
48047,sample_75,38.0_carbon-apimgt,org.wso2.carbon.apimgt.core.auth.defaultscoperegistrationimpltest.testupdatescope,0.0,0.0,0.0,0.0,0.0,0.0
39154,sample_75,45.0_hbase,org.apache.hadoop.hbase.regionserver.testhstore.testcreatescannerandsnapshotconcurrently,1.0,0.0,0.0,1.0,0.0,0.0
31082,sample_75,4.0_hdoop,org.apache.hadoop.service.testcompositeservice.testaddstoppedsiblinginstart,0.0,0.0,0.0,0.0,0.0,0.0
9938,sample_61,57.0_riptide,org.zalando.riptide.routetest.shoulddonothing,0.0,0.0,0.0,1.0,0.0,0.0
13848,sample_61,11.0_wikidata-toolkit,org.wikidata.wdtk.dumpfiles.wmf.wmfonlinestandarddumpfiletest.validcurrentdumppropertiesoldformat,0.0,0.0,0.0,0.0,0.0,0.0
7678,sample_61,27.0_querydsl,com.querydsl.sql.sqlserver2012templatestest.union,0.0,0.0,0.0,0.0,0.0,0.0
29962,sample_61,4.0_hdoop,org.apache.hadoop.util.testshell.testhadoophomevalid,0.0,0.0,0.0,0.0,0.0,0.0
8802,sample_49,27.0_querydsl,com.querydsl.lucene3.lucenequerytest.list_not_sorted_limit_2,0.0,0.0,0.0,0.0,0.0,0.0
